	otu_id	size_denoised	size_clustered	kingdom	domain	phyllum	class	order	family	genus	species	closest_match	percent_identity	sample
754	centroid=a09d9a4a5bd0ed6f7b2ce7626347359a192c8893;size=5;;seqs=1	5	1	Eukaryota	Archaeplastida	Chlorophyta-Chlorophyta_X	Chlorophyta_XX	Chlorophyta_XXX	Chlorophyta_XXXX	Scotinosphaera	Scotinosphaera_sp.	HE860260	99.8	Sim17_18S
755	centroid=b26954b0469c6c183b0be3d0455ce74d7f32a1b1;size=5;;seqs=1	5	1	Eukaryota	Obazoa	Opisthokonta-Fungi	Fungi_X	Fungi_XX	Fungi_XXX	Fungi_XXXX	Fungi_XXXX_sp.	AB695514	90.0	Sim17_18S
756	centroid=859fa717bff5c639dccce203af4574a8d87edc41;size=5;;seqs=1	5	1	Eukaryota	Archaeplastida	Chlorophyta-Chlorophyta_X	Trebouxiophyceae	Watanabea-Clade	Watanabea-Clade_X	Chloroidium	Chloroidium_saccharophilum	FM946008	99.9	Sim17_18S
757	centroid=9df433965e6ddf301c94200e44e75e8c0a967d73;size=5;;seqs=9	5	9	Eukaryota	TSAR	Alveolata-Ciliophora	Heterotrichea	Heterotrichea_X	Stentoridae	Stentor	Stentor_polymorphus	AF357144	99.2	Sim17_18S
758	centroid=05fcd2d8f2e9627a20726a1df27624b573043bc8;size=6;;seqs=1	6	1	Eukaryota	TSAR	Alveolata-Dinoflagellata	Dinophyceae	Peridiniales	Peridiniales_X	Glenodiniopsis	Glenodiniopsis_uliginosa	AF274257	73.8	Sim17_18S
759	centroid=d1e24fa157b94e1011ebd072239ff893477fc3df;size=5;;seqs=6	5	6	Eukaryota	TSAR	Alveolata-Apicomplexa	Gregarinomorphea	Eugregarinorida	Gregarinidae	Leidyana2	Gregarina_tropica	FJ459749	92.1	Sim17_18S
760	centroid=a22999a60bde65b0b574ab799cd8b66d8c308bff;size=5;;seqs=1	5	1	Eukaryota	TSAR	Rhizaria-Cercozoa	Filosa-Imbricatea	Euglyphida	Trinematidae	Trinema	Trinema_enchelys	AJ418792	99.8	Sim17_18S
761	centroid=cce5f2850a6a44e1600c9d0bdcb032e33582fb38;size=5;;seqs=3	5	3	Eukaryota	Obazoa	Opisthokonta-Fungi	Rozellomycota	Rozellomycota_X	Rozellomycota_XX	Rozellomycota_XXX	Rozellomycota_XXX_sp.	EF023682	84.4	Sim17_18S
762	centroid=17edbcf86922dd3632ef9a9b5cb8e6d02cfcccaf;size=4;;seqs=1	4	1	Eukaryota	TSAR	Alveolata-Ciliophora	Heterotrichea	Heterotrichea_X	Spirostomidae	Spirostomum	Spirostomum_sp.	GGNU01007837	86.7	Sim17_18S
763	centroid=d38519280cf133db7a1dd43b85e5d942f5899260;size=5;;seqs=1	5	1	Eukaryota	TSAR	Alveolata-Ciliophora	Oligohymenophorea	Peniculia	Lembadionidae	Lembadion	Lembadion_sp.	KM222113	96.6	Sim17_18S
764	centroid=0c3209a0c2732dbc6eb4750ff63ce599d0307075;size=4;;seqs=1	4	1	Eukaryota	Obazoa	Opisthokonta-Fungi	Blastocladiomycota	Blastocladiomycotina	Blastocladiomycetes	Blastocladiomycota_XX	Blastocladiomycota_X_sp.	AY821995	99.9	Sim17_18S
765	centroid=90a681a2183848a6cad71002b763fbf5925e527f;size=4;;seqs=1	4	1	Eukaryota	Excavata	Discoba-Euglenozoa	Euglenida	Euglenophyceae	Phacaceae	Lepocinclis	Lepocinclis_steinii	AF096993	85.7	Sim17_18S
766	centroid=1c294b75f04e6ba25e762d0a05a850675fb3b73f;size=4;;seqs=1	4	1	Eukaryota	TSAR	Alveolata-Dinoflagellata	Dinophyceae	Gymnodiniales	Kareniaceae	Karlodinium	Karlodinium_veneficum	KU314867	90.5	Sim17_18S
767	centroid=21f63ee302188a3b3aaac67fbd5c71461c7d46ad;size=4;;seqs=35	4	35	Eukaryota	TSAR	Alveolata-Ciliophora	Spirotrichea	Hypotrichia	Oxytrichidae	Orthoamphisiella	Orthoamphisiella_sp.	JQ723974	98.7	Sim17_18S
768	centroid=799ca370980a21ea47f94d44e89424cb53a7e7d3;size=4;;seqs=2	4	2	Eukaryota	TSAR	Rhizaria-Cercozoa	Filosa-Imbricatea	Paracercomonadida	Paracercomonadida_X	Brevimastigomonas	Brevimastigomonas_motovehiculus	KX601118	93.0	Sim17_18S
769	centroid=6cb6a247b924d8c01f465570dd894cbcf2944b27;size=4;;seqs=1	4	1	Eukaryota	Obazoa	Opisthokonta-Metazoa	Nematoda	Chromadorea	Haliplectoidea	Rhabdolaimus	Rhabdolaimus_aquaticus	FJ969139	99.8	Sim17_18S
770	centroid=f285995fae1ccfb6cabd19ae87b9f68581f8ca39;size=5;;seqs=1	5	1	Eukaryota	Excavata	Metamonada-Fornicata	Fornicata_X	Diplomonadida	Hexamitidae	Giardia	Giardia_intestinalis	X52949	89.8	Sim17_18S
771	centroid=4cfb50a44176888b96ebde7f7d434497c0d5fd72;size=4;;seqs=1	4	1	Eukaryota	TSAR	Rhizaria-Cercozoa	Cercozoa_X	Cercozoa_XX	Cercozoa_XXX	Cercozoa_XXXX	Cercozoa_XXXX_sp.	DQ244001	92.2	Sim17_18S
772	centroid=b3408ab95860426e526540fac3ec1141b8280340;size=4;;seqs=1	4	1	Eukaryota	TSAR	Alveolata-Ciliophora	Armophorea	Armophorea_X	Metopidae	Brachonella	Brachonella_spiralis	KF607090	95.8	Sim17_18S
773	centroid=abbc525e0077b6bf3841fedbb4e03ac768122f49;size=4;;seqs=4	4	4	Eukaryota	TSAR	Rhizaria-Cercozoa	Endomyxa	Vampyrellida	Leptophryidae	Theratromyxa	Theratromyxa_weberi	GQ377666	97.3	Sim17_18S
774	centroid=a1ee70e7a97d0417ec47dbbcb3480b1f2e7908a6;size=4;;seqs=1	4	1	Eukaryota	Amoebozoa	Tubulinea-Tubulinea_X	Elardia	Arcellinida	Phryganellina	Phryganella	Phryganella_paradoxa	MF497374	88.5	Sim17_18S
775	centroid=81bc747e432e449b0c974a5c24ecf1c66ddcd250;size=4;;seqs=4	4	4	Eukaryota	TSAR	Alveolata-Ciliophora	Oligohymenophorea	Peritrichia_2	Sessilida	Vorticella	Vorticella_microstoma	DQ868347	98.2	Sim17_18S
776	centroid=eaac184fc8c50bd411e91088d1d3f69d10850a4a;size=5;;seqs=1	5	1	Eukaryota	TSAR	Stramenopiles-Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis_kerguelensis	LR812489	95.8	Sim17_18S
777	centroid=a5eb2d5875db3886fe15443c0906f416dc815323;size=4;;seqs=2	4	2	Eukaryota	Excavata	Discoba-Euglenozoa	Euglenida	Euglenophyceae	Euglenaceae	Trachelomonas	Trachelomonas_sp.	KT304887	94.8	Sim17_18S
778	centroid=be24f502fb5a01ab08818739b80acba9d94a9577;size=4;;seqs=3	4	3	Eukaryota	TSAR	Alveolata-Apicomplexa	Gregarinomorphea	Neogregarinorida	Actinocephalidae	Mattesia	Mattesia_geminata	AY334568	96.8	Sim17_18S
779	centroid=be22b56fd5b40451b1d15bf190e437db94e6fed3;size=4;;seqs=3	4	3	Eukaryota	TSAR	Alveolata-Ciliophora	Colpodea	Colpodea_X	Cyrtolophosidida	Cyrtolophosis	Cyrtolophosis_mucicola	EU039898	97.7	Sim17_18S
780	centroid=16b17478b0e141ca0a0b43fcfa8e106f6e67c607;size=6;;seqs=1	6	1	Eukaryota	TSAR	Alveolata-Apicomplexa	Gregarinomorphea	Neogregarinorida	Actinocephalidae	Psychodiella	Psychodiella_sp.	FJ865355	86.2	Sim17_18S
781	centroid=dd76b70a97aed7bb66e3fda9552a8f9cfa77d4e7;size=4;;seqs=1	4	1	Eukaryota	TSAR	Alveolata-Dinoflagellata	Dinophyceae	Suessiales	Borghiellaceae	Baldinia	Baldinia_sp.	AY829528	98.4	Sim17_18S
782	centroid=c37d9b6b4a8b4a35714af0d1ec6a32a27952ab05;size=4;;seqs=4	4	4	Eukaryota	TSAR	Stramenopiles-Bigyra	Bicoecea	Pseudodendromonadales	Pseudodendromonadales_X	Nerada	Nerada_mexicana	AY520453	94.5	Sim17_18S
783	centroid=c6e9c124aef81e32e618f793e71785fe1716ff4e;size=4;;seqs=1	4	1	Eukaryota	Excavata	Discoba-Euglenozoa	Euglenida	Euglenophyceae	Phacaceae	Lepocinclis	Lepocinclis_acus	AF152104	92.6	Sim17_18S
784	centroid=d56682cc42229a3616c3a7ebe895d40cef1c1b7f;size=4;;seqs=1	4	1	Eukaryota	Obazoa	Opisthokonta-Filasterea	Filasterea_X	Capsasporida	Capsasporidae	Capsaspora	Capsaspora_owczarzaki	AF436886	94.4	Sim17_18S
785	centroid=f376488a421878b664a7205b6ad5516977abc602;size=4;;seqs=1	4	1	Eukaryota	TSAR	Alveolata-Dinoflagellata	Dinophyceae	Suessiales	Suessiaceae	Polarella	Polarella_glacialis	AF099183	95.5	Sim17_18S
786	centroid=066ff25b68eb3f2b42712be5ece939937e5f7730;size=3;;seqs=1	3	1	Eukaryota	Excavata	Discoba-Euglenozoa	Euglenida	Euglenophyceae	Phacaceae	Lepocinclis	Lepocinclis_spirogyroides	FJ719619	84.1	Sim17_18S
787	centroid=b48baf3c7f4ffe5eab5da011367609c053ad1b86;size=5;;seqs=1	5	1	Eukaryota	TSAR	Stramenopiles-Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis_kerguelensis	LR812489	94.5	Sim17_18S
788	centroid=dc5eed624ac40842c88ae421639139a22d08cb44;size=4;;seqs=7	4	7	Eukaryota	Archaeplastida	Chlorophyta-Chlorophyta_X	Trebouxiophyceae	Chlorellales	Chlorellales_X	Chlorella	Chlorella_sorokiniana	FM205834	99.6	Sim17_18S
789	centroid=0c30a0c3b3de062ea86d2a25db61507cd54378cf;size=3;;seqs=2	3	2	Eukaryota	Haptista	Haptophyta-Haptophyta_X	Pavlovophyceae	Pavlovales	Pavlovaceae	Diacronema	Diacronema_noctivaga	JF714243	98.0	Sim17_18S
790	centroid=0f32437d8012fe4609ac6b7c4e6bf29e002437c5;size=3;;seqs=2	3	2	Eukaryota	Obazoa	Opisthokonta-Metazoa	Annelida	Annelida_X	Annelida_XX	Rhyacodrilus	Rhyacodrilus_subterraneus	DQ459962	96.5	Sim17_18S
791	centroid=3ad0848449d955b7ba26e1b444c5d978395bd92f;size=5;;seqs=1	5	1	Eukaryota	TSAR	Stramenopiles-Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis_kerguelensis	LR812489	95.3	Sim17_18S
792	centroid=510753b52d9f8a0ccf97387b4eae3bd1c1961cee;size=5;;seqs=3	5	3	Eukaryota	TSAR	Alveolata-Apicomplexa	Gregarinomorphea	Stenophorida	Stenophoridae	Stenophora	Stenophora_robusta	FJ459760	90.8	Sim17_18S
793	centroid=2f8a26906fcb137c26f143eda840b41cb988986e;size=3;;seqs=1	3	1	Eukaryota	TSAR	Alveolata-Perkinsea	Perkinsida	Perkinsida_X	Perkinsida_XX	Perkinsida_XXX	Perkinsida_XXX_sp.	KX465156	95.7	Sim17_18S
794	centroid=0270b78a30f1fe5ac5ad1b402cd4b82ff2d7a196;size=3;;seqs=2	3	2	Eukaryota	Obazoa	Opisthokonta-Fungi	Rozellomycota	Rozellomycota_X	Rozellomycota_XX	Rozellomycota_XXX	Rozellomycota_XXX_sp.	AY642700	92.5	Sim17_18S
795	centroid=56c355ae160678fcc35884e9c3459eeee79876df;size=3;;seqs=1	3	1	Eukaryota	TSAR	Alveolata-Ciliophora	Oligohymenophorea	Scuticociliatia_1	Thigmophryidae	Myxophyllum	Myxophyllum_magnum	JQ956547	98.8	Sim17_18S
796	centroid=5646ca0d6ac093b7be9e18c28e12b8e987df7ce9;size=3;;seqs=2	3	2	Eukaryota	Obazoa	Opisthokonta-Metazoa	Tardigrada	Tardigrada_X	Tardigrada_XX	Halobiotus	Halobiotus_crispae	EF620402	95.7	Sim17_18S
797	centroid=5977b2b08600041739c32a590d7dfd24b9d29c81;size=3;;seqs=4	3	4	Eukaryota	Excavata	Discoba-Euglenozoa	Euglenida	Petalomonadida	Scytomonadidae	Petalomonas	Petalomonas_sphagnophila	GU477297	94.7	Sim17_18S
798	centroid=be59089e66a1bbd86ab54cbff9e0f1fb8d1cd352;size=4;;seqs=1	4	1	Eukaryota	TSAR	Stramenopiles-Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis_kerguelensis	LR812489	92.5	Sim17_18S
799	centroid=6821ce2a93f57f552ca2bb621a907e15f832ac2e;size=3;;seqs=1	3	1	Eukaryota	Obazoa	Opisthokonta-Metazoa	Cnidaria	Cnidaria_X	Hydrozoa	Hydra	Hydra_viridissima	AF358081	99.9	Sim17_18S
800	centroid=64ba90c6906eb922279fffdb9645e89393a0cb55;size=3;;seqs=3	3	3	Eukaryota	Archaeplastida	Streptophyta-Streptophyta_X	Zygnemophyceae	Zygnemophyceae_X	Zygnemophyceae_XX	Closterium	Closterium_gracile	AF352237	98.1	Sim17_18S
801	centroid=6e740e94cf32a5fec3d0c9e43b0b1a1cd9be8e79;size=3;;seqs=2	3	2	Eukaryota	Obazoa	Opisthokonta-Fungi	Rozellomycota	Rozellomycota_X	Rozellomycota_XX	Rozellomycota_XXX	Rozellomycota_XXX_sp.	DQ244011	96.4	Sim17_18S
802	centroid=74c81e455ff99ae636057b14fb0ca758c0f283d3;size=3;;seqs=1	3	1	Eukaryota	Excavata	Discoba-Euglenozoa	Euglenida	Euglenophyceae	Euglenaceae	Trachelomonas	Trachelomonas_sp.	KT304871	87.8	Sim17_18S
803	centroid=75deddb6ef23e9570537bea0953a444153c8f6c9;size=3;;seqs=9	3	9	Eukaryota	Archaeplastida	Streptophyta-Streptophyta_X	Coleochaetophyceae	Coleochaetophyceae_X	Coleochaetophyceae_XX	Coleochaete	Coleochaete_sp.	AY211896	97.7	Sim17_18S
804	centroid=75034b2c115677e62c929be2db95063f2c556c15;size=3;;seqs=1	3	1	Eukaryota	TSAR	Rhizaria-Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Allapsidae	Allantion	Allantion_sp.	AAYJ01000086	92.8	Sim17_18S
805	centroid=8b122b738086f4ddfe804aed7fe4d0ab3e72ba22;size=3;;seqs=1	3	1	Eukaryota	Obazoa	Opisthokonta-Fungi	Opisthosporidia	Microsporida	Microsporida_X	Marssoniella	Marssoniella_elegans	AY090041	93.3	Sim17_18S
806	centroid=41aa5bbe10d7f81daaff4272f2537a69eadbde0d;size=3;;seqs=1	3	1	Eukaryota	TSAR	Rhizaria-Cercozoa	Filosa-Imbricatea	Paracercomonadida	Paracercomonadida_X	Phytocercomonas	Phytocercomonas_venanatans	MF034900	95.5	Sim17_18S
807	centroid=7bde69dbe720db0c62d342202a01c8f42c1f1236;size=3;;seqs=1	3	1	Eukaryota	Obazoa	Opisthokonta-Metazoa	Nematoda	Chromadorea	Chromadorea_X	Plectus	Plectus_tenuis	FJ969135	99.8	Sim17_18S
808	centroid=90fb3a3310497c5bb0bce25f1ad6c1c19c231278;size=3;;seqs=1	3	1	Eukaryota	Excavata	Metamonada-Parabasalia	Trichomonadea	Honigbergiellida	Honigbergiellida_X	Honigbergiellida_XX	Honigbergiellida_XX_sp.	AB443598	89.4	Sim17_18S
809	centroid=87a8500b741ba6a37e517b62d4edf679a5fcaa7b;size=3;;seqs=1	3	1	Eukaryota	TSAR	Rhizaria-Cercozoa	Novel-clade-10-12	Novel-clade-12	NC12A-lineage	NC12A-lineage_X	NC12A-lineage_X_sp.	AY821947	94.8	Sim17_18S
810	centroid=84d853bc8d2f8f028908b7cf6211c7060301842a;size=4;;seqs=1	4	1	Eukaryota	TSAR	Stramenopiles-Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis_kerguelensis	LR812489	92.7	Sim17_18S
811	centroid=9a7cbf81f2896cd5db145778a7446cbde6d388a4;size=3;;seqs=1	3	1	Eukaryota	Obazoa	Opisthokonta-Fungi	Rozellomycota	Rozellomycota_X	Rozellomycota_XX	Rozellomycota_XXX	Rozellomycota_XXX_sp.	KC315812	92.8	Sim17_18S
812	centroid=9485346ddce4ec22ecd2041190657fbac9cec3dc;size=3;;seqs=1	3	1	Eukaryota	TSAR	Stramenopiles-Bigyra	Sagenista	Labyrinthulomycetes	Amphifilaceae	Sorodiplophrys	Sorodiplophrys_stercorea	KU728176	95.3	Sim17_18S
813	centroid=2c4c5e99518f8d35f4dd7668b98a13f5da3041b7;size=3;;seqs=1	3	1	Eukaryota	Excavata	Metamonada-Fornicata	Fornicata_X	Diplomonadida	Hexamitidae	Giardia	Giardia_intestinalis	X52949	87.9	Sim17_18S
814	centroid=69776285b91e6e624866e5e5b132aa7d25a99717;size=3;;seqs=19	3	19	Eukaryota	Obazoa	Opisthokonta-Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Coprinus	Coprinus_comatus	AY665772	99.0	Sim17_18S
815	centroid=acc935bb5ae44b2a1577dabff575ca9a3f63d6bb;size=3;;seqs=1	3	1	Eukaryota	TSAR	Alveolata-Apicomplexa	Gregarinomorphea	Eugregarinorida	Gregarinidae	Leidyana1	Gregarina_blattarum	FJ459741	88.1	Sim17_18S
816	centroid=d0b3e6cfcbec92cf3f0c50dff2299ffe5c220ffb;size=3;;seqs=1	3	1	Eukaryota	Excavata	Discoba-Euglenozoa	Euglenida	Petalomonadida	Scytomonadidae	Petalomonas	Petalomonas_sphagnophila	GU477297	96.1	Sim17_18S
817	centroid=55286616e4db2e5da9ffefbda25cbc3b94b0ba7c;size=3;;seqs=1	3	1	Eukaryota	Obazoa	Opisthokonta-Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Sclerotinia	Sclerotinia_trifoliorum	AY187072	96.9	Sim17_18S
818	centroid=dfa02c21b2ea19db4f6dae079d48009f9dbd42e2;size=3;;seqs=1	3	1	Eukaryota	TSAR	Alveolata-Dinoflagellata	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Dinophyceae_XXX	Dinophyceae_XXX_sp.	AY829524	98.6	Sim17_18S
819	centroid=e51330c56f62076659105bd5d400d49f2eb7be95;size=3;;seqs=1	3	1	Eukaryota	Excavata	Discoba-Euglenozoa	Euglenida	Euglenophyceae	Phacaceae	Lepocinclis	Lepocinclis_acus	AF152104	85.3	Sim17_18S
820	centroid=145e29ad9a4d8fe7786721692bcf4de715387eb2;size=2;;seqs=1	2	1	Eukaryota	TSAR	Alveolata-Dinoflagellata	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Dinophyceae_XXX	Dinophyceae_XXX_sp.	AY829524	95.5	Sim17_18S
821	centroid=d8ed0084a1cabb7ca4e53e902bd37ae0f07f2952;size=3;;seqs=3	3	3	Eukaryota	Archaeplastida	Rhodophyta-Rhodophyta_X	Bangiophyceae	Cyanidiales	Cyanidiales_X	Cyanidioschyzon	Cyanidioschyzon_sp.	HM161754	94.4	Sim17_18S
822	centroid=44e93fa0666c1aaf1f945d7152889a11926e6e05;size=3;;seqs=1	3	1	Eukaryota	TSAR	Stramenopiles-Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis_kerguelensis	LR812489	94.9	Sim17_18S
823	centroid=b2ef45a2470d01be158c823cf3d23f1858337fa5;size=3;;seqs=1	3	1	Eukaryota	Excavata	Discoba-Euglenozoa	Euglenida	Euglenophyceae	Phacaceae	Phacus	Phacus_sp.	KF744078	92.7	Sim17_18S
824	centroid=13f6420ad17b3977dc5057202c8c69f42c8f8e7b;size=2;;seqs=2	2	2	Eukaryota	TSAR	Rhizaria-Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_X	Mataza-lineage	Mataza-lineage_X	Mataza-lineage_X_sp.	AB695520	96.1	Sim17_18S
825	centroid=4b8068275304781b5f8a62fb1378160015ab311f;size=3;;seqs=1	3	1	Eukaryota	TSAR	Stramenopiles-Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis_kerguelensis	LR812489	93.0	Sim17_18S
826	centroid=f5118c1859c73c301cfa9ecc6f77e312c4b4c7bb;size=3;;seqs=1	3	1	Eukaryota	TSAR	Stramenopiles-Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis_kerguelensis	LR812489	96.1	Sim17_18S
827	centroid=b395e93eeb599d1368ff4a7f24e0dd735238c9fc;size=3;;seqs=1	3	1	Eukaryota	TSAR	Stramenopiles-Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis_kerguelensis	LR812489	93.9	Sim17_18S
828	centroid=ebbb9a24693e5a67cf094773783388bfd848e64f;size=3;;seqs=1	3	1	Eukaryota	TSAR	Rhizaria-Cercozoa	Endomyxa-Phytomyxea	Plasmodiophorida	Plasmodiophorida_X	Spongospora	Spongospora_sp.	EU910610	99.3	Sim17_18S
829	centroid=20d2a58e5b5e7a757012b952590989446126efcd;size=2;;seqs=1	2	1	Eukaryota	TSAR	Stramenopiles-Gyrista	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis_kerguelensis	LR812489	96.1	Sim17_18S
830	centroid=e819f3218fd593cd6f21446c8c174e83cd28de56;size=3;;seqs=6	3	6	Eukaryota	Obazoa	Opisthokonta-Fungi	Chytridiomycota	Chytridiales	Chytridiales_X	Chytridiales_XX	Chytridiales_XX_sp.	KC670541	96.7	Sim17_18S
831	centroid=42943e14357e432bdc249a3f3f6c96e3c5960dd8;size=2;;seqs=1	2	1	Archaea	Methanoteca	Euryarchaeota-Euryarchaeota_X	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	Methanomethylophilaceae_X	Methanomethylophilaceae_X_sp.	U81778	89.3	Sim17_18S
832	centroid=3fe27eec52e36c002859f28f180bf73163ac5505;size=2;;seqs=1	2	1	Eukaryota	Archaeplastida	Chlorophyta-Chlorophyta_X	Chlorophyceae	Chlorophyceae_X	Chlorophyceae_XX	Cylindrocapsa	Cylindrocapsa_geminella	U73471	92.9	Sim17_18S
833	centroid=b1ae28c228e2d398af8655d2dcd7aefaae7b37ac;size=3;;seqs=1	3	1	Eukaryota	TSAR	Stramenopiles-Gyrista	Peronosporomycetes	Peronosporomycetes_X	Olpidophydiales	Olpidiopsis	Olpidiopsis_porphyrae	AB287418	94.5	Sim17_18S
834	centroid=61d4c1e75f15053a833db2d3e6a391249e3aeeaf;size=3;;seqs=1	3	1	Eukaryota	TSAR	Rhizaria-Cercozoa	Endomyxa	Vampyrellida	Sericomyxdiae	Sericomyxidae_X	Sericomyxidae_XX	LC150164	89.7	Sim17_18S
835	centroid=4a908b99a9b32ec0e95bf7e8e972bcafd53c9fd8;size=2;;seqs=1	2	1	Eukaryota	Excavata	Discoba-Euglenozoa	Kinetoplastea	Eubodonida	Bodonidae	Bodo	Bodo_sp.	DQ207573	90.0	Sim17_18S
836	centroid=25f4b252c03ae849c7d24aff721a0f52b52d4e9f;size=2;;seqs=1	2	1	Eukaryota	TSAR	Rhizaria-Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_X	Mataza-lineage	Mataza-lineage_X	Mataza-lineage_X_sp.	AB695520	89.2	Sim17_18S
837	centroid=ee2f9c327bd1576963e77361d29081d3de6f8cfb;size=3;;seqs=41	3	41	Eukaryota	TSAR	Stramenopiles-Gyrista	Chrysophyceae	Hydrurales	Hydrurales_X	Hydrurales_XX	Hydrurales_XX_sp.	EF165134	97.7	Sim17_18S
838	centroid=39a0d4ee81e39c528904e84a9aba51c833eee3c0;size=2;;seqs=1	2	1	Eukaryota	TSAR	Alveolata-Apicomplexa	Gregarinomorphea	Neogregarinorida	Stylocephalidae	Xiphocephalus	Xiphocephalus_ellisi	FJ459762	82.8	Sim17_18S
839	centroid=5ef2897dafc91890c928704dc26d8232ed28443b;size=2;;seqs=1	2	1	Eukaryota	TSAR	Alveolata-Perkinsea	Perkinsea_X	Perkinsea_XX	Perkinsea_XXX	Perkinsea_XXXX	Perkinsea_XXXX_sp.	AB721041	84.2	Sim17_18S
840	centroid=01e343c72014f3776c4329f49e606867d156f6e2;size=2;;seqs=1	2	1	Eukaryota	Excavata	Discoba-Euglenozoa	Euglenida	Euglenophyceae	Phacaceae	Lepocinclis	Lepocinclis_fusca	KT304830	85.9	Sim17_18S
841	centroid=34306a93bdfca88c0c3057ef5b01c746244f1b85;size=2;;seqs=1	2	1	Eukaryota	Excavata	Discoba-Euglenozoa	Euglenida	Petalomonadida	Eupetalomonads_X	Eupetalomonads_XX	Eupetalomonads_XX_sp.	AB902317	95.9	Sim17_18S
842	centroid=5abc77d9ace46f3351c4e5c501d6e0827c869afd;size=2;;seqs=1	2	1	Eukaryota	Amoebozoa	Evosea-Evosea_X	Variosea	Flamellidae	Flamella-lineage	Flamella	Flamella_beringiana	KP219432	98.9	Sim17_18S
843	centroid=64f1dfcd6c0eb2cb7d8406eaecfd9d01df5edacb;size=2;;seqs=1	2	1	Eukaryota	TSAR	Rhizaria-Cercozoa	Novel-clade-10-12	Novel-clade-12	NC12B-lineage	NC12B-lineage_X	NC12B-lineage_X_sp.	DQ244000	87.2	Sim17_18S
844	centroid=8567841c43a4783d3cce04ec16e2cd4368bbb0c3;size=2;;seqs=2	2	2	Eukaryota	TSAR	Alveolata-Ciliophora	Oligohymenophorea	OLIGO6	OLIGO6_X	OLIGO6_XX	OLIGO6_XX_sp.	AB505511	92.0	Sim17_18S
845	centroid=67a0d555086358fb9b0a39a7554dc5aaab0a4b7c;size=2;;seqs=1	2	1	Eukaryota	Obazoa	Opisthokonta-Fungi	Rozellomycota	Rozellomycota_X	Rozellomycota_XX	Rozellomycota_XXX	Rozellomycota_XXX_sp.	EF023366	89.3	Sim17_18S
846	centroid=836e548f9e85b27f6da38b29edbc1387eaef6dee;size=2;;seqs=2	2	2	Eukaryota	TSAR	Rhizaria-Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Allapsidae	Group-Te	Group_Te_sp.	EF023415	98.4	Sim17_18S
847	centroid=96eeca88058c7a9b307806aa40cd8c2c2a4d2555;size=2;;seqs=1	2	1	Eukaryota	Obazoa	Opisthokonta-Metazoa	Arthropoda	Crustacea	Maxillopoda	Pseudocalanus	Pseudocalanus_elongatus	JX995320	99.8	Sim17_18S
848	centroid=6263c215a010de91051d386f1909ade0baf29bd1;size=2;;seqs=1	2	1	Eukaryota	Amoebozoa	Evosea-Eumycetozoa	Myxogastria_Fuscisporidia	Stemonitida	Stemonitidae	Comatricha	Comatricha_pseudoalpina	DQ903673	87.3	Sim17_18S
849	centroid=7cf0d1503e2c9cdb0b52cbd8075418747af5b641;size=2;;seqs=1	2	1	Eukaryota	TSAR	Alveolata-Dinoflagellata	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Glenoaulax	Glenoaulax_inaequalis	EF058237	96.0	Sim17_18S
850	centroid=a05654b154ebe13f18ba1d994deb574c94c453ca;size=2;;seqs=1	2	1	Eukaryota	TSAR	Rhizaria-Cercozoa	Filosa-Imbricatea	Paracercomonadida	Paracercomonadida_X	Brevimastigomonas	Brevimastigomonas_motovehiculus	KX601118	90.0	Sim17_18S
851	centroid=a19400f1b12b8c098d6e8a324cd005176bd27777;size=2;;seqs=5	2	5	Eukaryota	Obazoa	Opisthokonta-Fungi	Rozellomycota	Rozellomycota_X	Rozellomycota_XX	Rozellomycota_XXX	Rozellomycota_XXX_sp.	EF023682	96.0	Sim17_18S
